Escenario,Mes 1,Mes,LS,CeCo,Concepto 1,Concepto,Monto
Plan Operativo,Nov Acd AJ,Nov,LS_40 - Administracion y Finanzas,UF_5694005000 - Abasto/Compras,ER_7002 - Gastos de Operacion,Gastos de Operacion,1119.97
Plan Operativo,Nov Acd AJ,Nov,LS_40 - Administracion y Finanzas,UF_5694005000 - Abasto/Compras,ER_7012 - IVA,IVA,659.55
Plan Operativo,Nov Acd AJ,Nov,LS_40 - Administracion y Finanzas,UF_5694099000 - Dir Servicios Apoyo,ER_7001 - Servicios,Servicios,28049.89
Plan Operativo,Nov Acd AJ,Nov,LS_40 - Administracion y Finanzas,UF_5694099000 - Dir Servicios Apoyo,ER_7002 - Gastos de Operacion,Gastos de Operacion,34751.16
Plan Operativo,Nov Acd AJ,Nov,LS_40 - Administracion y Finanzas,UF_5694099000 - Dir Servicios Apoyo,ER_7008 - Comunicaciones,Comunicaciones,5411.95
Plan Operativo,Nov Acd AJ,Nov,LS_40 - Administracion y Finanzas,UF_5694099000 - Dir Servicios Apoyo,ER_7012 - IVA,IVA,11806.05
Plan Operativo,Nov Acd AJ,Nov,LS_48 - Planta Fisica,UF_5694801000 - Mantenimiento,ER_7002 - Gastos de Operacion,Gastos de Operacion,18343.93
Plan Operativo,Nov Acd AJ,Nov,LS_48 - Planta Fisica,UF_5694801000 - Mantenimiento,ER_7007 - Mantenimiento,Mantenimiento,91219.1
Plan Operativo,Nov Acd AJ,Nov,LS_48 - Planta Fisica,UF_5694801000 - Mantenimiento,ER_7012 - IVA,IVA,16434.45
Plan Operativo,Nov Acd AJ,Nov,LS_48 - Planta Fisica,UF_5694803000 - Servicio de limpieza,ER_7002 - Gastos de Operacion,Gastos de Operacion,7364.12
Plan Operativo,Nov Acd AJ,Nov,LS_48 - Planta Fisica,UF_5694803000 - Servicio de limpieza,ER_7007 - Mantenimiento,Mantenimiento,9871.07
Plan Operativo,Nov Acd AJ,Nov,LS_48 - Planta Fisica,UF_5694803000 - Servicio de limpieza,ER_7009 - Subcontrataciones,Subcontrataciones,143679.78
Plan Operativo,Nov Acd AJ,Nov,LS_48 - Planta Fisica,UF_5694803000 - Servicio de limpieza,ER_7012 - IVA,IVA,24137.24
Plan Operativo,Nov Acd AJ,Nov,LS_48 - Planta Fisica,UF_5694805000 - Servicio de Vigilancia,ER_7009 - Subcontrataciones,Subcontrataciones,174636
Plan Operativo,Nov Acd AJ,Nov,LS_48 - Planta Fisica,UF_5694805000 - Servicio de Vigilancia,ER_7012 - IVA,IVA,26195.4
Plan Operativo,Nov Acd AJ,Nov,LS_48 - Planta Fisica,UF_5694899000 - Dir Planta Fisica,ER_7001 - Servicios,Servicios,27692.82
Plan Operativo,Nov Acd AJ,Nov,LS_48 - Planta Fisica,UF_5694899000 - Dir Planta Fisica,ER_7002 - Gastos de Operacion,Gastos de Operacion,80965.12
Plan Operativo,Nov Acd AJ,Nov,LS_48 - Planta Fisica,UF_5694899000 - Dir Planta Fisica,ER_7006 - Servicios Publicos,Servicios Publicos,38634.44
Plan Operativo,Nov Acd AJ,Nov,LS_48 - Planta Fisica,UF_5694899000 - Dir Planta Fisica,ER_7007 - Mantenimiento,Mantenimiento,2975.12
Plan Operativo,Nov Acd AJ,Nov,LS_48 - Planta Fisica,UF_5694899000 - Dir Planta Fisica,ER_7012 - IVA,IVA,13242.79
Plan Operativo,Nov Acd AJ,Nov,LS_49 - Tecnologias de Informacion,UF_5694999000 - Operacion TI,ER_7004 - Software,Software,207497.12
Plan Operativo,Nov Acd AJ,Nov,LS_49 - Tecnologias de Informacion,UF_5694999000 - Operacion TI,ER_7008 - Comunicaciones,Comunicaciones,14267.27
Plan Operativo,Nov Acd AJ,Nov,LS_49 - Tecnologias de Informacion,UF_5694999000 - Operacion TI,ER_7012 - IVA,IVA,28193.51
Plan Operativo,Nov Acd AJ,Nov,LS_51 - Atraccion y Ventas,UF_5695101000 - Atraccion Prepa,ER_7002 - Gastos de Operacion,Gastos de Operacion,17758.46
Plan Operativo,Nov Acd AJ,Nov,LS_51 - Atraccion y Ventas,UF_5695101000 - Atraccion Prepa,ER_7003 - Gastos de Viaje,Gastos de Viaje,3466.65
Plan Operativo,Nov Acd AJ,Nov,LS_51 - Atraccion y Ventas,UF_5695101000 - Atraccion Prepa,ER_7005 - Publicidad,Publicidad,570.4
Plan Operativo,Nov Acd AJ,Nov,LS_51 - Atraccion y Ventas,UF_5695101000 - Atraccion Prepa,ER_7008 - Comunicaciones,Comunicaciones,2183.73
Plan Operativo,Nov Acd AJ,Nov,LS_51 - Atraccion y Ventas,UF_5695101000 - Atraccion Prepa,ER_7012 - IVA,IVA,4274.44
Plan Operativo,Nov Acd AJ,Nov,LS_51 - Atraccion y Ventas,UF_5695102000 - Atraccion Profesional,ER_7001 - Servicios,Servicios,43300.69
Plan Operativo,Nov Acd AJ,Nov,LS_51 - Atraccion y Ventas,UF_5695102000 - Atraccion Profesional,ER_7002 - Gastos de Operacion,Gastos de Operacion,5326.21
Plan Operativo,Nov Acd AJ,Nov,LS_51 - Atraccion y Ventas,UF_5695102000 - Atraccion Profesional,ER_7005 - Publicidad,Publicidad,12069.75
Plan Operativo,Nov Acd AJ,Nov,LS_51 - Atraccion y Ventas,UF_5695102000 - Atraccion Profesional,ER_7008 - Comunicaciones,Comunicaciones,718.89
Plan Operativo,Nov Acd AJ,Nov,LS_51 - Atraccion y Ventas,UF_5695102000 - Atraccion Profesional,ER_7012 - IVA,IVA,10094.18
Plan Operativo,Nov Acd AJ,Nov,LS_51 - Atraccion y Ventas,UF_5695103000 - Atraccion Maestria,ER_7001 - Servicios,Servicios,5057.8
Plan Operativo,Nov Acd AJ,Nov,LS_51 - Atraccion y Ventas,UF_5695103000 - Atraccion Maestria,ER_7002 - Gastos de Operacion,Gastos de Operacion,854.48
Plan Operativo,Nov Acd AJ,Nov,LS_51 - Atraccion y Ventas,UF_5695103000 - Atraccion Maestria,ER_7005 - Publicidad,Publicidad,570.4
Plan Operativo,Nov Acd AJ,Nov,LS_51 - Atraccion y Ventas,UF_5695103000 - Atraccion Maestria,ER_7008 - Comunicaciones,Comunicaciones,719.67
Plan Operativo,Nov Acd AJ,Nov,LS_51 - Atraccion y Ventas,UF_5695103000 - Atraccion Maestria,ER_7012 - IVA,IVA,1304.91
Plan Operativo,Nov Acd AJ,Nov,LS_51 - Atraccion y Ventas,UF_5695104000 - Atraccion Ejecutivo,ER_7002 - Gastos de Operacion,Gastos de Operacion,18281.25
Plan Operativo,Nov Acd AJ,Nov,LS_51 - Atraccion y Ventas,UF_5695104000 - Atraccion Ejecutivo,ER_7005 - Publicidad,Publicidad,7837.5
Plan Operativo,Nov Acd AJ,Nov,LS_51 - Atraccion y Ventas,UF_5695104000 - Atraccion Ejecutivo,ER_7008 - Comunicaciones,Comunicaciones,772.93
Plan Operativo,Nov Acd AJ,Nov,LS_51 - Atraccion y Ventas,UF_5695104000 - Atraccion Ejecutivo,ER_7012 - IVA,IVA,5006.5
Plan Operativo,Nov Acd AJ,Nov,LS_52 - Talento y Cultura,UF_5695299000 - Gestion De Talento Y Cultura,ER_7001 - Servicios,Servicios,11720
Plan Operativo,Nov Acd AJ,Nov,LS_52 - Talento y Cultura,UF_5695299000 - Gestion De Talento Y Cultura,ER_7002 - Gastos de Operacion,Gastos de Operacion,5132
Plan Operativo,Nov Acd AJ,Nov,LS_52 - Talento y Cultura,UF_5695299000 - Gestion De Talento Y Cultura,ER_7012 - IVA,IVA,2527.8
Plan Operativo,Nov Acd AJ,Nov,LS_99 - Operacion Institucional,UF_5699903000 - Comisiones Bancarias,ER_7011 - Comisiones Bancarias,Comisiones Bancarias,99001.22
Plan Operativo,Nov Acd AJ,Nov,LS_99 - Operacion Institucional,UF_5699907000 - Servicios Administrativos,ER_7013 - Gastos por Transferencias,Gastos por Transferencias,1421221.2
Plan Operativo,Nov Acd AJ,Nov,LS_99 - Operacion Institucional,UF_5699914000 - PRESTAMO EDUCATIVO PROFESIONAL,ER_7010 - Irrecuperabilidad,Irrecuperabilidad,136665.08
Plan Operativo,Dic Acd AJ,Dic,LS_01 - Ensenanza,UF_5690103000 - Preparatoria,ER_7001 - Servicios,Servicios,9543.13
Plan Operativo,Dic Acd AJ,Dic,LS_01 - Ensenanza,UF_5690103000 - Preparatoria,ER_7002 - Gastos de Operacion,Gastos de Operacion,7864.45
Plan Operativo,Dic Acd AJ,Dic,LS_01 - Ensenanza,UF_5690103000 - Preparatoria,ER_7005 - Publicidad,Publicidad,9602.5
Plan Operativo,Dic Acd AJ,Dic,LS_01 - Ensenanza,UF_5690103000 - Preparatoria,ER_7008 - Comunicaciones,Comunicaciones,14499.38
Plan Operativo,Dic Acd AJ,Dic,LS_01 - Ensenanza,UF_5690103000 - Preparatoria,ER_7010 - Irrecuperabilidad,Irrecuperabilidad,3571.9
Plan Operativo,Dic Acd AJ,Dic,LS_01 - Ensenanza,UF_5690103000 - Preparatoria,ER_7012 - IVA,IVA,7673.77
Plan Operativo,Dic Acd AJ,Dic,LS_01 - Ensenanza,UF_5690104000 - Profesional,ER_7001 - Servicios,Servicios,56077.97
Plan Operativo,Dic Acd AJ,Dic,LS_01 - Ensenanza,UF_5690104000 - Profesional,ER_7002 - Gastos de Operacion,Gastos de Operacion,64043.77
Plan Operativo,Dic Acd AJ,Dic,LS_01 - Ensenanza,UF_5690104000 - Profesional,ER_7005 - Publicidad,Publicidad,186.29
Plan Operativo,Dic Acd AJ,Dic,LS_01 - Ensenanza,UF_5690104000 - Profesional,ER_7008 - Comunicaciones,Comunicaciones,11553.1
Plan Operativo,Dic Acd AJ,Dic,LS_01 - Ensenanza,UF_5690104000 - Profesional,ER_7010 - Irrecuperabilidad,Irrecuperabilidad,11309.33
Plan Operativo,Dic Acd AJ,Dic,LS_01 - Ensenanza,UF_5690104000 - Profesional,ER_7012 - IVA,IVA,22512.34
Plan Operativo,Dic Acd AJ,Dic,LS_01 - Ensenanza,UF_5690104000 - Profesional,ER_7015 - Materiales,Materiales,2586.11
Plan Operativo,Dic Acd AJ,Dic,LS_01 - Ensenanza,UF_5690105000 - Maestria,ER_7001 - Servicios,Servicios,225.29
Plan Operativo,Dic Acd AJ,Dic,LS_01 - Ensenanza,UF_5690105000 - Maestria,ER_7002 - Gastos de Operacion,Gastos de Operacion,6685.93
Plan Operativo,Dic Acd AJ,Dic,LS_01 - Ensenanza,UF_5690105000 - Maestria,ER_7008 - Comunicaciones,Comunicaciones,626.37
Plan Operativo,Dic Acd AJ,Dic,LS_01 - Ensenanza,UF_5690105000 - Maestria,ER_7010 - Irrecuperabilidad,Irrecuperabilidad,5494.45
Plan Operativo,Dic Acd AJ,Dic,LS_01 - Ensenanza,UF_5690105000 - Maestria,ER_7012 - IVA,IVA,1420.89
Plan Operativo,Dic Acd AJ,Dic,LS_01 - Ensenanza,UF_5690108000 - Alumnos Mixtos,ER_7013 - Gastos por Transferencias,Gastos por Transferencias,138529.98
Plan Operativo,Dic Acd AJ,Dic,LS_01 - Ensenanza,UF_5690108001 - Alumnos OnLine,ER_7013 - Gastos por Transferencias,Gastos por Transferencias,135903.47
Plan Operativo,Dic Acd AJ,Dic,LS_01 - Ensenanza,UF_5690108002 - Alumnos Connect,ER_7013 - Gastos por Transferencias,Gastos por Transferencias,118803.7
Plan Operativo,Dic Acd AJ,Dic,LS_01 - Ensenanza,UF_5690110000 - Ejecutivo,ER_7001 - Servicios,Servicios,434.92
Plan Operativo,Dic Acd AJ,Dic,LS_01 - Ensenanza,UF_5690110000 - Ejecutivo,ER_7002 - Gastos de Operacion,Gastos de Operacion,384.58
Plan Operativo,Dic Acd AJ,Dic,LS_01 - Ensenanza,UF_5690110000 - Ejecutivo,ER_7003 - Gastos de Viaje,Gastos de Viaje,1406.02
Plan Operativo,Dic Acd AJ,Dic,LS_01 - Ensenanza,UF_5690110000 - Ejecutivo,ER_7010 - Irrecuperabilidad,Irrecuperabilidad,103.92
Plan Operativo,Dic Acd AJ,Dic,LS_01 - Ensenanza,UF_5690110000 - Ejecutivo,ER_7012 - IVA,IVA,854.47
Plan Operativo,Dic Acd AJ,Dic,LS_03 - Educacion continua,UF_5690301000 - Idiomas,ER_7013 - Gastos por Transferencias,Gastos por Transferencias,151769.23
Plan Operativo,Dic Acd AJ,Dic,LS_03 - Educacion continua,UF_5690301000 - Idiomas,ER_7013 - Gastos por Transferencias,Gastos por Transferencias,151769.23
Plan Operativo,Dic Acd AJ,Dic,LS_03 - Educacion continua,UF_5690301000 - Idiomas,ER_7013 - Gastos por Transferencias,Gastos por Transferencias,151769.23
Plan Operativo,Dic Acd AJ,Dic,LS_13 - Arrendamientos,UF_5691301000 - Arrendamientos,ER_7001 - Servicios,Servicios,25000
Plan Operativo,Dic Acd AJ,Dic,LS_13 - Arrendamientos,UF_5691301000 - Arrendamientos,ER_7012 - IVA,IVA,3750
Plan Operativo,Dic Acd AJ,Dic,LS_20 - Apoyo academico,UF_5692003000 - Administracion Academica,ER_7001 - Servicios,Servicios,232.12
Plan Operativo,Dic Acd AJ,Dic,LS_20 - Apoyo academico,UF_5692003000 - Administracion Academica,ER_7002 - Gastos de Operacion,Gastos de Operacion,73717.64
Plan Operativo,Dic Acd AJ,Dic,LS_20 - Apoyo academico,UF_5692003000 - Administracion Academica,ER_7010 - Irrecuperabilidad,Irrecuperabilidad,20434.54
Plan Operativo,Dic Acd AJ,Dic,LS_20 - Apoyo academico,UF_5692003000 - Administracion Academica,ER_7012 - IVA,IVA,3623.98
Plan Operativo,Dic Acd AJ,Dic,LS_20 - Apoyo academico,UF_5692003000 - Administracion Academica,ER_7015 - Materiales,Materiales,3385.8
Plan Operativo,Dic Acd AJ,Dic,LS_20 - Apoyo academico,UF_5692003001 - Graduaciones,ER_7001 - Servicios,Servicios,3910.75
Plan Operativo,Dic Acd AJ,Dic,LS_20 - Apoyo academico,UF_5692003001 - Graduaciones,ER_7002 - Gastos de Operacion,Gastos de Operacion,579.92
Plan Operativo,Dic Acd AJ,Dic,LS_20 - Apoyo academico,UF_5692003001 - Graduaciones,ER_7012 - IVA,IVA,673.6
Plan Operativo,Dic Acd AJ,Dic,LS_20 - Apoyo academico,UF_5692007000 - Biblioteca,ER_7012 - IVA,IVA,459.9
Plan Operativo,Dic Acd AJ,Dic,LS_20 - Apoyo academico,UF_5692007000 - Biblioteca,ER_7016 - Bibliografia,Bibliografia,13007.7
Plan Operativo,Dic Acd AJ,Dic,LS_20 - Apoyo academico,UF_5692099000 - Dir General Campus,ER_7001 - Servicios,Servicios,18654.6
Plan Operativo,Dic Acd AJ,Dic,LS_20 - Apoyo academico,UF_5692099000 - Dir General Campus,ER_7002 - Gastos de Operacion,Gastos de Operacion,13920.05
Plan Operativo,Dic Acd AJ,Dic,LS_20 - Apoyo academico,UF_5692099000 - Dir General Campus,ER_7003 - Gastos de Viaje,Gastos de Viaje,23306.57
Plan Operativo,Dic Acd AJ,Dic,LS_20 - Apoyo academico,UF_5692099000 - Dir General Campus,ER_7005 - Publicidad,Publicidad,60835
Plan Operativo,Dic Acd AJ,Dic,LS_20 - Apoyo academico,UF_5692099000 - Dir General Campus,ER_7008 - Comunicaciones,Comunicaciones,733.52
Plan Operativo,Dic Acd AJ,Dic,LS_20 - Apoyo academico,UF_5692099000 - Dir General Campus,ER_7012 - IVA,IVA,19503.21
Plan Operativo,Dic Acd AJ,Dic,LS_20 - Apoyo academico,UF_5692099000 - Dir General Campus,ER_7015 - Materiales,Materiales,8699.63
Plan Operativo,Dic Acd AJ,Dic,LS_21 - Asuntos estudiantiles,UF_5692101001 - Vive Preparatoria,ER_7001 - Servicios,Servicios,34568.73
Plan Operativo,Dic Acd AJ,Dic,LS_21 - Asuntos estudiantiles,UF_5692101001 - Vive Preparatoria,ER_7002 - Gastos de Operacion,Gastos de Operacion,35095.34
Plan Operativo,Dic Acd AJ,Dic,LS_21 - Asuntos estudiantiles,UF_5692101001 - Vive Preparatoria,ER_7012 - IVA,IVA,10620.4
Plan Operativo,Dic Acd AJ,Dic,LS_21 - Asuntos estudiantiles,UF_5692101001 - Vive Preparatoria,ER_7015 - Materiales,Materiales,303.62
Plan Operativo,Dic Acd AJ,Dic,LS_21 - Asuntos estudiantiles,UF_5692101002 - Vive Profesional,ER_7001 - Servicios,Servicios,22807.06
Plan Operativo,Dic Acd AJ,Dic,LS_21 - Asuntos estudiantiles,UF_5692101002 - Vive Profesional,ER_7002 - Gastos de Operacion,Gastos de Operacion,29162.24
Plan Operativo,Dic Acd AJ,Dic,LS_21 - Asuntos estudiantiles,UF_5692101002 - Vive Profesional,ER_7012 - IVA,IVA,7991.08
Plan Operativo,Dic Acd AJ,Dic,LS_21 - Asuntos estudiantiles,UF_5692101002 - Vive Profesional,ER_7015 - Materiales,Materiales,298.58
Plan Operativo,Dic Acd AJ,Dic,LS_22 - Desarrollo social,UF_5692204000 - Servicio Social,ER_7013 - Gastos por Transferencias,Gastos por Transferencias,33234.23
Plan Operativo,Dic Acd AJ,Dic,LS_23 - Vivencia de Alumnos,UF_5692305000 - Transporte Escolar,ER_7001 - Servicios,Servicios,38874
Plan Operativo,Dic Acd AJ,Dic,LS_23 - Vivencia de Alumnos,UF_5692305000 - Transporte Escolar,ER_7012 - IVA,IVA,5831.1
Plan Operativo,Dic Acd AJ,Dic,LS_40 - Administracion y Finanzas,UF_5694005000 - Abasto/Compras,ER_7012 - IVA,IVA,491.55
Plan Operativo,Dic Acd AJ,Dic,LS_40 - Administracion y Finanzas,UF_5694099000 - Dir Servicios Apoyo,ER_7001 - Servicios,Servicios,42321.85
Plan Operativo,Dic Acd AJ,Dic,LS_40 - Administracion y Finanzas,UF_5694099000 - Dir Servicios Apoyo,ER_7002 - Gastos de Operacion,Gastos de Operacion,16535.33
Plan Operativo,Dic Acd AJ,Dic,LS_40 - Administracion y Finanzas,UF_5694099000 - Dir Servicios Apoyo,ER_7008 - Comunicaciones,Comunicaciones,7726
Plan Operativo,Dic Acd AJ,Dic,LS_40 - Administracion y Finanzas,UF_5694099000 - Dir Servicios Apoyo,ER_7012 - IVA,IVA,11561.58
Plan Operativo,Dic Acd AJ,Dic,LS_48 - Planta Fisica,UF_5694801000 - Mantenimiento,ER_7002 - Gastos de Operacion,Gastos de Operacion,42066.48
Plan Operativo,Dic Acd AJ,Dic,LS_48 - Planta Fisica,UF_5694801000 - Mantenimiento,ER_7007 - Mantenimiento,Mantenimiento,65472.39
Plan Operativo,Dic Acd AJ,Dic,LS_48 - Planta Fisica,UF_5694801000 - Mantenimiento,ER_7012 - IVA,IVA,16130.83
Plan Operativo,Dic Acd AJ,Dic,LS_48 - Planta Fisica,UF_5694803000 - Servicio de limpieza,ER_7002 - Gastos de Operacion,Gastos de Operacion,58371.61
Plan Operativo,Dic Acd AJ,Dic,LS_48 - Planta Fisica,UF_5694803000 - Servicio de limpieza,ER_7007 - Mantenimiento,Mantenimiento,16286.33
Plan Operativo,Dic Acd AJ,Dic,LS_48 - Planta Fisica,UF_5694803000 - Servicio de limpieza,ER_7009 - Subcontrataciones,Subcontrataciones,95664.73
Plan Operativo,Dic Acd AJ,Dic,LS_48 - Planta Fisica,UF_5694803000 - Servicio de limpieza,ER_7012 - IVA,IVA,25548.4
Plan Operativo,Dic Acd AJ,Dic,LS_48 - Planta Fisica,UF_5694805000 - Servicio de Vigilancia,ER_7009 - Subcontrataciones,Subcontrataciones,120227.1
Plan Operativo,Dic Acd AJ,Dic,LS_48 - Planta Fisica,UF_5694805000 - Servicio de Vigilancia,ER_7012 - IVA,IVA,18034.07
Plan Operativo,Dic Acd AJ,Dic,LS_48 - Planta Fisica,UF_5694899000 - Dir Planta Fisica,ER_7001 - Servicios,Servicios,20388.27
Plan Operativo,Dic Acd AJ,Dic,LS_48 - Planta Fisica,UF_5694899000 - Dir Planta Fisica,ER_7002 - Gastos de Operacion,Gastos de Operacion,61270.44
Plan Operativo,Dic Acd AJ,Dic,LS_48 - Planta Fisica,UF_5694899000 - Dir Planta Fisica,ER_7006 - Servicios Publicos,Servicios Publicos,64087.5
Plan Operativo,Dic Acd AJ,Dic,LS_48 - Planta Fisica,UF_5694899000 - Dir Planta Fisica,ER_7007 - Mantenimiento,Mantenimiento,2975.12
Plan Operativo,Dic Acd AJ,Dic,LS_48 - Planta Fisica,UF_5694899000 - Dir Planta Fisica,ER_7012 - IVA,IVA,18335.6
Plan Operativo,Dic Acd AJ,Dic,LS_49 - Tecnologias de Informacion,UF_5694999000 - Operacion TI,ER_7004 - Software,Software,206422.29
Plan Operativo,Dic Acd AJ,Dic,LS_49 - Tecnologias de Informacion,UF_5694999000 - Operacion TI,ER_7008 - Comunicaciones,Comunicaciones,14193.36
Plan Operativo,Dic Acd AJ,Dic,LS_49 - Tecnologias de Informacion,UF_5694999000 - Operacion TI,ER_7012 - IVA,IVA,28052.79
Plan Operativo,Dic Acd AJ,Dic,LS_51 - Atraccion y Ventas,UF_5695101000 - Atraccion Prepa,ER_7002 - Gastos de Operacion,Gastos de Operacion,22684.51
Plan Operativo,Dic Acd AJ,Dic,LS_51 - Atraccion y Ventas,UF_5695101000 - Atraccion Prepa,ER_7003 - Gastos de Viaje,Gastos de Viaje,2557.08
Plan Operativo,Dic Acd AJ,Dic,LS_51 - Atraccion y Ventas,UF_5695101000 - Atraccion Prepa,ER_7008 - Comunicaciones,Comunicaciones,2724.21
Plan Operativo,Dic Acd AJ,Dic,LS_51 - Atraccion y Ventas,UF_5695101000 - Atraccion Prepa,ER_7012 - IVA,IVA,4877.7
Plan Operativo,Dic Acd AJ,Dic,LS_51 - Atraccion y Ventas,UF_5695101000 - Atraccion Prepa,ER_7015 - Materiales,Materiales,35.21
Plan Operativo,Dic Acd AJ,Dic,LS_51 - Atraccion y Ventas,UF_5695102000 - Atraccion Profesional,ER_7001 - Servicios,Servicios,6074.35
Plan Operativo,Dic Acd AJ,Dic,LS_51 - Atraccion y Ventas,UF_5695102000 - Atraccion Profesional,ER_7002 - Gastos de Operacion,Gastos de Operacion,57062.55
Plan Operativo,Dic Acd AJ,Dic,LS_51 - Atraccion y Ventas,UF_5695102000 - Atraccion Profesional,ER_7008 - Comunicaciones,Comunicaciones,899.08
Plan Operativo,Dic Acd AJ,Dic,LS_51 - Atraccion y Ventas,UF_5695102000 - Atraccion Profesional,ER_7012 - IVA,IVA,10727.48
Plan Operativo,Dic Acd AJ,Dic,LS_51 - Atraccion y Ventas,UF_5695102000 - Atraccion Profesional,ER_7015 - Materiales,Materiales,1601.57
Plan Operativo,Dic Acd AJ,Dic,LS_51 - Atraccion y Ventas,UF_5695103000 - Atraccion Maestria,ER_7002 - Gastos de Operacion,Gastos de Operacion,1987.15
Plan Operativo,Dic Acd AJ,Dic,LS_51 - Atraccion y Ventas,UF_5695103000 - Atraccion Maestria,ER_7008 - Comunicaciones,Comunicaciones,1079.23
Plan Operativo,Dic Acd AJ,Dic,LS_51 - Atraccion y Ventas,UF_5695103000 - Atraccion Maestria,ER_7012 - IVA,IVA,951.47
Plan Operativo,Dic Acd AJ,Dic,LS_51 - Atraccion y Ventas,UF_5695103000 - Atraccion Maestria,ER_7015 - Materiales,Materiales,1779.74
Plan Operativo,Dic Acd AJ,Dic,LS_51 - Atraccion y Ventas,UF_5695104000 - Atraccion Ejecutivo,ER_7001 - Servicios,Servicios,3471.19
Plan Operativo,Dic Acd AJ,Dic,LS_51 - Atraccion y Ventas,UF_5695104000 - Atraccion Ejecutivo,ER_7002 - Gastos de Operacion,Gastos de Operacion,12236.74
Plan Operativo,Dic Acd AJ,Dic,LS_51 - Atraccion y Ventas,UF_5695104000 - Atraccion Ejecutivo,ER_7003 - Gastos de Viaje,Gastos de Viaje,1556.13
Plan Operativo,Dic Acd AJ,Dic,LS_51 - Atraccion y Ventas,UF_5695104000 - Atraccion Ejecutivo,ER_7005 - Publicidad,Publicidad,12081.93
Plan Operativo,Dic Acd AJ,Dic,LS_51 - Atraccion y Ventas,UF_5695104000 - Atraccion Ejecutivo,ER_7008 - Comunicaciones,Comunicaciones,1133.28
Plan Operativo,Dic Acd AJ,Dic,LS_51 - Atraccion y Ventas,UF_5695104000 - Atraccion Ejecutivo,ER_7012 - IVA,IVA,6836.75
Plan Operativo,Dic Acd AJ,Dic,LS_51 - Atraccion y Ventas,UF_5695104000 - Atraccion Ejecutivo,ER_7015 - Materiales,Materiales,8614.04
Plan Operativo,Dic Acd AJ,Dic,LS_52 - Talento y Cultura,UF_5695299000 - Gestion De Talento Y Cultura,ER_7001 - Servicios,Servicios,42029.9
Plan Operativo,Dic Acd AJ,Dic,LS_52 - Talento y Cultura,UF_5695299000 - Gestion De Talento Y Cultura,ER_7002 - Gastos de Operacion,Gastos de Operacion,9116.58
Plan Operativo,Dic Acd AJ,Dic,LS_52 - Talento y Cultura,UF_5695299000 - Gestion De Talento Y Cultura,ER_7012 - IVA,IVA,7671.98
Plan Operativo,Dic Acd AJ,Dic,LS_99 - Operacion Institucional,UF_5699903000 - Comisiones Bancarias,ER_7011 - Comisiones Bancarias,Comisiones Bancarias,99001.22
Plan Operativo,Dic Acd AJ,Dic,LS_99 - Operacion Institucional,UF_5699907000 - Servicios Administrativos,ER_7013 - Gastos por Transferencias,Gastos por Transferencias,1424386.28
Plan Operativo,Dic Acd AJ,Dic,LS_99 - Operacion Institucional,UF_5699914000 - PRESTAMO EDUCATIVO PROFESIONAL,ER_7010 - Irrecuperabilidad,Irrecuperabilidad,136665.08
Plan Operativo,Ene Acd AJ,Ene,LS_01 - Ensenanza,UF_5690103000 - Preparatoria,ER_7001 - Servicios,Servicios,19791
Plan Operativo,Ene Acd AJ,Ene,LS_01 - Ensenanza,UF_5690103000 - Preparatoria,ER_7002 - Gastos de Operacion,Gastos de Operacion,9741.1
Plan Operativo,Ene Acd AJ,Ene,LS_01 - Ensenanza,UF_5690103000 - Preparatoria,ER_7010 - Irrecuperabilidad,Irrecuperabilidad,3571.9
Plan Operativo,Ene Acd AJ,Ene,LS_01 - Ensenanza,UF_5690103000 - Preparatoria,ER_7012 - IVA,IVA,6539.1
Plan Operativo,Ene Acd AJ,Ene,LS_01 - Ensenanza,UF_5690103000 - Preparatoria,ER_7015 - Materiales,Materiales,2482.88
Plan Operativo,Ene Acd AJ,Ene,LS_01 - Ensenanza,UF_5690104000 - Profesional,ER_7001 - Servicios,Servicios,40853.25
Plan Operativo,Ene Acd AJ,Ene,LS_01 - Ensenanza,UF_5690104000 - Profesional,ER_7002 - Gastos de Operacion,Gastos de Operacion,51222.93
Plan Operativo,Ene Acd AJ,Ene,LS_01 - Ensenanza,UF_5690104000 - Profesional,ER_7003 - Gastos de Viaje,Gastos de Viaje,6058.11
Plan Operativo,Ene Acd AJ,Ene,LS_01 - Ensenanza,UF_5690104000 - Profesional,ER_7010 - Irrecuperabilidad,Irrecuperabilidad,11309.33
Plan Operativo,Ene Acd AJ,Ene,LS_01 - Ensenanza,UF_5690104000 - Profesional,ER_7012 - IVA,IVA,17906.88
Plan Operativo,Ene Acd AJ,Ene,LS_01 - Ensenanza,UF_5690104000 - Profesional,ER_7015 - Materiales,Materiales,2482.89
Plan Operativo,Ene Acd AJ,Ene,LS_01 - Ensenanza,UF_5690105000 - Maestria,ER_7001 - Servicios,Servicios,811.59
Plan Operativo,Ene Acd AJ,Ene,LS_01 - Ensenanza,UF_5690105000 - Maestria,ER_7002 - Gastos de Operacion,Gastos de Operacion,250.8
Plan Operativo,Ene Acd AJ,Ene,LS_01 - Ensenanza,UF_5690105000 - Maestria,ER_7010 - Irrecuperabilidad,Irrecuperabilidad,5494.45
Plan Operativo,Ene Acd AJ,Ene,LS_01 - Ensenanza,UF_5690105000 - Maestria,ER_7012 - IVA,IVA,538.65
