Escenario,Mes 1,Mes,LS,CeCo,Concepto 1,Concepto,Monto
Plan Operativo,Jun Acd AJ,Jun,LS_51 - Atraccion y Ventas,UF_5695102000 - Atraccion Profesional,ER_7003 - Gastos de Viaje,Gastos de Viaje,3307.73
Plan Operativo,Jun Acd AJ,Jun,LS_51 - Atraccion y Ventas,UF_5695102000 - Atraccion Profesional,ER_7008 - Comunicaciones,Comunicaciones,2814.4
Plan Operativo,Jun Acd AJ,Jun,LS_51 - Atraccion y Ventas,UF_5695102000 - Atraccion Profesional,ER_7012 - IVA,IVA,2185.41
Plan Operativo,Jun Acd AJ,Jun,LS_51 - Atraccion y Ventas,UF_5695102000 - Atraccion Profesional,ER_7015 - Materiales,Materiales,1252.21
Plan Operativo,Jun Acd AJ,Jun,LS_51 - Atraccion y Ventas,UF_5695103000 - Atraccion Maestria,ER_7001 - Servicios,Servicios,265.66
Plan Operativo,Jun Acd AJ,Jun,LS_51 - Atraccion y Ventas,UF_5695103000 - Atraccion Maestria,ER_7002 - Gastos de Operacion,Gastos de Operacion,2146.05
Plan Operativo,Jun Acd AJ,Jun,LS_51 - Atraccion y Ventas,UF_5695103000 - Atraccion Maestria,ER_7008 - Comunicaciones,Comunicaciones,847.7
Plan Operativo,Jun Acd AJ,Jun,LS_51 - Atraccion y Ventas,UF_5695103000 - Atraccion Maestria,ER_7012 - IVA,IVA,836.84
Plan Operativo,Jun Acd AJ,Jun,LS_51 - Atraccion y Ventas,UF_5695103000 - Atraccion Maestria,ER_7015 - Materiales,Materiales,522.5
Plan Operativo,Jun Acd AJ,Jun,LS_51 - Atraccion y Ventas,UF_5695104000 - Atraccion Ejecutivo,ER_7001 - Servicios,Servicios,525.92
Plan Operativo,Jun Acd AJ,Jun,LS_51 - Atraccion y Ventas,UF_5695104000 - Atraccion Ejecutivo,ER_7008 - Comunicaciones,Comunicaciones,1414.5
Plan Operativo,Jun Acd AJ,Jun,LS_51 - Atraccion y Ventas,UF_5695104000 - Atraccion Ejecutivo,ER_7012 - IVA,IVA,1532.57
Plan Operativo,Jun Acd AJ,Jun,LS_51 - Atraccion y Ventas,UF_5695104000 - Atraccion Ejecutivo,ER_7015 - Materiales,Materiales,494.73
Plan Operativo,Jun Acd AJ,Jun,LS_52 - Talento y Cultura,UF_5695299000 - Gestion De Talento Y Cultura,ER_7002 - Gastos de Operacion,Gastos de Operacion,5000
Plan Operativo,Jun Acd AJ,Jun,LS_52 - Talento y Cultura,UF_5695299000 - Gestion De Talento Y Cultura,ER_7012 - IVA,IVA,750
Plan Operativo,Jun Acd AJ,Jun,LS_99 - Operacion Institucional,UF_5699903000 - Comisiones Bancarias,ER_7011 - Comisiones Bancarias,Comisiones Bancarias,99001.22
Plan Operativo,Jun Acd AJ,Jun,LS_99 - Operacion Institucional,UF_5699907000 - Servicios Administrativos,ER_7013 - Gastos por Transferencias,Gastos por Transferencias,189955.89
Plan Operativo,Jun Acd AJ,Jun,LS_99 - Operacion Institucional,UF_5699914000 - PRESTAMO EDUCATIVO PROFESIONAL,ER_7010 - Irrecuperabilidad,Irrecuperabilidad,136665.08
Plan Operativo,Jul Acd AJ,Jul,LS_01 - Ensenanza,UF_5690103000 - Preparatoria,ER_7001 - Servicios,Servicios,4104.14
Plan Operativo,Jul Acd AJ,Jul,LS_01 - Ensenanza,UF_5690103000 - Preparatoria,ER_7002 - Gastos de Operacion,Gastos de Operacion,1093.09
Plan Operativo,Jul Acd AJ,Jul,LS_01 - Ensenanza,UF_5690103000 - Preparatoria,ER_7008 - Comunicaciones,Comunicaciones,104.25
Plan Operativo,Jul Acd AJ,Jul,LS_01 - Ensenanza,UF_5690103000 - Preparatoria,ER_7010 - Irrecuperabilidad,Irrecuperabilidad,3571.9
Plan Operativo,Jul Acd AJ,Jul,LS_01 - Ensenanza,UF_5690103000 - Preparatoria,ER_7012 - IVA,IVA,2613.02
Plan Operativo,Jul Acd AJ,Jul,LS_01 - Ensenanza,UF_5690103000 - Preparatoria,ER_7015 - Materiales,Materiales,539.66
Plan Operativo,Jul Acd AJ,Jul,LS_01 - Ensenanza,UF_5690104000 - Profesional,ER_7001 - Servicios,Servicios,9539.93
Plan Operativo,Jul Acd AJ,Jul,LS_01 - Ensenanza,UF_5690104000 - Profesional,ER_7002 - Gastos de Operacion,Gastos de Operacion,22360.75
Plan Operativo,Jul Acd AJ,Jul,LS_01 - Ensenanza,UF_5690104000 - Profesional,ER_7010 - Irrecuperabilidad,Irrecuperabilidad,11309.33
Plan Operativo,Jul Acd AJ,Jul,LS_01 - Ensenanza,UF_5690104000 - Profesional,ER_7012 - IVA,IVA,7599.4
Plan Operativo,Jul Acd AJ,Jul,LS_01 - Ensenanza,UF_5690105000 - Maestria,ER_7001 - Servicios,Servicios,4931.63
Plan Operativo,Jul Acd AJ,Jul,LS_01 - Ensenanza,UF_5690105000 - Maestria,ER_7002 - Gastos de Operacion,Gastos de Operacion,670.47
Plan Operativo,Jul Acd AJ,Jul,LS_01 - Ensenanza,UF_5690105000 - Maestria,ER_7008 - Comunicaciones,Comunicaciones,21.09
Plan Operativo,Jul Acd AJ,Jul,LS_01 - Ensenanza,UF_5690105000 - Maestria,ER_7010 - Irrecuperabilidad,Irrecuperabilidad,5494.45
Plan Operativo,Jul Acd AJ,Jul,LS_01 - Ensenanza,UF_5690105000 - Maestria,ER_7012 - IVA,IVA,1191.78
Plan Operativo,Jul Acd AJ,Jul,LS_01 - Ensenanza,UF_5690108000 - Alumnos Mixtos,ER_7013 - Gastos por Transferencias,Gastos por Transferencias,115893
Plan Operativo,Jul Acd AJ,Jul,LS_01 - Ensenanza,UF_5690108001 - Alumnos OnLine,ER_7013 - Gastos por Transferencias,Gastos por Transferencias,146125.18
Plan Operativo,Jul Acd AJ,Jul,LS_01 - Ensenanza,UF_5690108002 - Alumnos Connect,ER_7013 - Gastos por Transferencias,Gastos por Transferencias,91731.09
Plan Operativo,Jul Acd AJ,Jul,LS_01 - Ensenanza,UF_5690110000 - Ejecutivo,ER_7001 - Servicios,Servicios,123.36
Plan Operativo,Jul Acd AJ,Jul,LS_01 - Ensenanza,UF_5690110000 - Ejecutivo,ER_7008 - Comunicaciones,Comunicaciones,3.26
Plan Operativo,Jul Acd AJ,Jul,LS_01 - Ensenanza,UF_5690110000 - Ejecutivo,ER_7010 - Irrecuperabilidad,Irrecuperabilidad,103.92
Plan Operativo,Jul Acd AJ,Jul,LS_01 - Ensenanza,UF_5690110000 - Ejecutivo,ER_7012 - IVA,IVA,643.89
Plan Operativo,Jul Acd AJ,Jul,LS_03 - Educacion continua,UF_5690301000 - Idiomas,ER_7013 - Gastos por Transferencias,Gastos por Transferencias,151769.23
Plan Operativo,Jul Acd AJ,Jul,LS_03 - Educacion continua,UF_5690301000 - Idiomas,ER_7013 - Gastos por Transferencias,Gastos por Transferencias,151769.23
Plan Operativo,Jul Acd AJ,Jul,LS_03 - Educacion continua,UF_5690301000 - Idiomas,ER_7013 - Gastos por Transferencias,Gastos por Transferencias,151769.23
Plan Operativo,Jul Acd AJ,Jul,LS_13 - Arrendamientos,UF_5691301000 - Arrendamientos,ER_7001 - Servicios,Servicios,25000
Plan Operativo,Jul Acd AJ,Jul,LS_13 - Arrendamientos,UF_5691301000 - Arrendamientos,ER_7012 - IVA,IVA,3750
Plan Operativo,Jul Acd AJ,Jul,LS_20 - Apoyo academico,UF_5692003000 - Administracion Academica,ER_7002 - Gastos de Operacion,Gastos de Operacion,25023.58
Plan Operativo,Jul Acd AJ,Jul,LS_20 - Apoyo academico,UF_5692003000 - Administracion Academica,ER_7008 - Comunicaciones,Comunicaciones,54.86
Plan Operativo,Jul Acd AJ,Jul,LS_20 - Apoyo academico,UF_5692003000 - Administracion Academica,ER_7010 - Irrecuperabilidad,Irrecuperabilidad,20434.54
Plan Operativo,Jul Acd AJ,Jul,LS_20 - Apoyo academico,UF_5692003000 - Administracion Academica,ER_7012 - IVA,IVA,5698.52
Plan Operativo,Jul Acd AJ,Jul,LS_20 - Apoyo academico,UF_5692003000 - Administracion Academica,ER_7015 - Materiales,Materiales,24579.03
Plan Operativo,Jul Acd AJ,Jul,LS_20 - Apoyo academico,UF_5692007000 - Biblioteca,ER_7012 - IVA,IVA,552
Plan Operativo,Jul Acd AJ,Jul,LS_20 - Apoyo academico,UF_5692007000 - Biblioteca,ER_7016 - Bibliografia,Bibliografia,5856.68
Plan Operativo,Jul Acd AJ,Jul,LS_20 - Apoyo academico,UF_5692099000 - Dir General Campus,ER_7001 - Servicios,Servicios,9235.9
Plan Operativo,Jul Acd AJ,Jul,LS_20 - Apoyo academico,UF_5692099000 - Dir General Campus,ER_7002 - Gastos de Operacion,Gastos de Operacion,3907.64
Plan Operativo,Jul Acd AJ,Jul,LS_20 - Apoyo academico,UF_5692099000 - Dir General Campus,ER_7003 - Gastos de Viaje,Gastos de Viaje,294.17
Plan Operativo,Jul Acd AJ,Jul,LS_20 - Apoyo academico,UF_5692099000 - Dir General Campus,ER_7008 - Comunicaciones,Comunicaciones,403.83
Plan Operativo,Jul Acd AJ,Jul,LS_20 - Apoyo academico,UF_5692099000 - Dir General Campus,ER_7012 - IVA,IVA,2773.27
Plan Operativo,Jul Acd AJ,Jul,LS_21 - Asuntos estudiantiles,UF_5692101001 - Vive Preparatoria,ER_7001 - Servicios,Servicios,1902.8
Plan Operativo,Jul Acd AJ,Jul,LS_21 - Asuntos estudiantiles,UF_5692101001 - Vive Preparatoria,ER_7002 - Gastos de Operacion,Gastos de Operacion,7270.31
Plan Operativo,Jul Acd AJ,Jul,LS_21 - Asuntos estudiantiles,UF_5692101001 - Vive Preparatoria,ER_7012 - IVA,IVA,1656.59
Plan Operativo,Jul Acd AJ,Jul,LS_21 - Asuntos estudiantiles,UF_5692101001 - Vive Preparatoria,ER_7015 - Materiales,Materiales,868.84
Plan Operativo,Jul Acd AJ,Jul,LS_21 - Asuntos estudiantiles,UF_5692101002 - Vive Profesional,ER_7001 - Servicios,Servicios,1751.62
Plan Operativo,Jul Acd AJ,Jul,LS_21 - Asuntos estudiantiles,UF_5692101002 - Vive Profesional,ER_7002 - Gastos de Operacion,Gastos de Operacion,3379.41
Plan Operativo,Jul Acd AJ,Jul,LS_21 - Asuntos estudiantiles,UF_5692101002 - Vive Profesional,ER_7012 - IVA,IVA,950.86
Plan Operativo,Jul Acd AJ,Jul,LS_22 - Desarrollo social,UF_5692204000 - Servicio Social,ER_7013 - Gastos por Transferencias,Gastos por Transferencias,12359.23
Plan Operativo,Jul Acd AJ,Jul,LS_40 - Administracion y Finanzas,UF_5694005000 - Abasto/Compras,ER_7012 - IVA,IVA,589.95
Plan Operativo,Jul Acd AJ,Jul,LS_40 - Administracion y Finanzas,UF_5694099000 - Dir Servicios Apoyo,ER_7001 - Servicios,Servicios,19042.86
Plan Operativo,Jul Acd AJ,Jul,LS_40 - Administracion y Finanzas,UF_5694099000 - Dir Servicios Apoyo,ER_7002 - Gastos de Operacion,Gastos de Operacion,833.4
Plan Operativo,Jul Acd AJ,Jul,LS_40 - Administracion y Finanzas,UF_5694099000 - Dir Servicios Apoyo,ER_7008 - Comunicaciones,Comunicaciones,5369.89
Plan Operativo,Jul Acd AJ,Jul,LS_40 - Administracion y Finanzas,UF_5694099000 - Dir Servicios Apoyo,ER_7012 - IVA,IVA,5675.87
Plan Operativo,Jul Acd AJ,Jul,LS_48 - Planta Fisica,UF_5694801000 - Mantenimiento,ER_7002 - Gastos de Operacion,Gastos de Operacion,3465.22
Plan Operativo,Jul Acd AJ,Jul,LS_48 - Planta Fisica,UF_5694801000 - Mantenimiento,ER_7007 - Mantenimiento,Mantenimiento,12849.32
Plan Operativo,Jul Acd AJ,Jul,LS_48 - Planta Fisica,UF_5694801000 - Mantenimiento,ER_7012 - IVA,IVA,2447.18
Plan Operativo,Jul Acd AJ,Jul,LS_48 - Planta Fisica,UF_5694803000 - Servicio de limpieza,ER_7002 - Gastos de Operacion,Gastos de Operacion,7733
Plan Operativo,Jul Acd AJ,Jul,LS_48 - Planta Fisica,UF_5694803000 - Servicio de limpieza,ER_7007 - Mantenimiento,Mantenimiento,7866.76
Plan Operativo,Jul Acd AJ,Jul,LS_48 - Planta Fisica,UF_5694803000 - Servicio de limpieza,ER_7009 - Subcontrataciones,Subcontrataciones,95664.73
Plan Operativo,Jul Acd AJ,Jul,LS_48 - Planta Fisica,UF_5694803000 - Servicio de limpieza,ER_7012 - IVA,IVA,16689.68
Plan Operativo,Jul Acd AJ,Jul,LS_48 - Planta Fisica,UF_5694805000 - Servicio de Vigilancia,ER_7009 - Subcontrataciones,Subcontrataciones,174636
Plan Operativo,Jul Acd AJ,Jul,LS_48 - Planta Fisica,UF_5694805000 - Servicio de Vigilancia,ER_7012 - IVA,IVA,26195.4
Plan Operativo,Jul Acd AJ,Jul,LS_48 - Planta Fisica,UF_5694899000 - Dir Planta Fisica,ER_7001 - Servicios,Servicios,23787.73
Plan Operativo,Jul Acd AJ,Jul,LS_48 - Planta Fisica,UF_5694899000 - Dir Planta Fisica,ER_7002 - Gastos de Operacion,Gastos de Operacion,53183.96
Plan Operativo,Jul Acd AJ,Jul,LS_48 - Planta Fisica,UF_5694899000 - Dir Planta Fisica,ER_7006 - Servicios Publicos,Servicios Publicos,31636.07
Plan Operativo,Jul Acd AJ,Jul,LS_48 - Planta Fisica,UF_5694899000 - Dir Planta Fisica,ER_7007 - Mantenimiento,Mantenimiento,5937.1
Plan Operativo,Jul Acd AJ,Jul,LS_48 - Planta Fisica,UF_5694899000 - Dir Planta Fisica,ER_7012 - IVA,IVA,10181.44
Plan Operativo,Jul Acd AJ,Jul,LS_49 - Tecnologias de Informacion,UF_5694999000 - Operacion TI,ER_7004 - Software,Software,290979.87
Plan Operativo,Jul Acd AJ,Jul,LS_49 - Tecnologias de Informacion,UF_5694999000 - Operacion TI,ER_7008 - Comunicaciones,Comunicaciones,20007.45
Plan Operativo,Jul Acd AJ,Jul,LS_49 - Tecnologias de Informacion,UF_5694999000 - Operacion TI,ER_7012 - IVA,IVA,39329.01
Plan Operativo,Jul Acd AJ,Jul,LS_51 - Atraccion y Ventas,UF_5695101000 - Atraccion Prepa,ER_7002 - Gastos de Operacion,Gastos de Operacion,5671.89
Plan Operativo,Jul Acd AJ,Jul,LS_51 - Atraccion y Ventas,UF_5695101000 - Atraccion Prepa,ER_7005 - Publicidad,Publicidad,3643.15
Plan Operativo,Jul Acd AJ,Jul,LS_51 - Atraccion y Ventas,UF_5695101000 - Atraccion Prepa,ER_7008 - Comunicaciones,Comunicaciones,2964.32
Plan Operativo,Jul Acd AJ,Jul,LS_51 - Atraccion y Ventas,UF_5695101000 - Atraccion Prepa,ER_7012 - IVA,IVA,2814.01
Plan Operativo,Jul Acd AJ,Jul,LS_51 - Atraccion y Ventas,UF_5695101000 - Atraccion Prepa,ER_7015 - Materiales,Materiales,1059.7
Plan Operativo,Jul Acd AJ,Jul,LS_51 - Atraccion y Ventas,UF_5695102000 - Atraccion Profesional,ER_7002 - Gastos de Operacion,Gastos de Operacion,1484.05
Plan Operativo,Jul Acd AJ,Jul,LS_51 - Atraccion y Ventas,UF_5695102000 - Atraccion Profesional,ER_7005 - Publicidad,Publicidad,9785.97
Plan Operativo,Jul Acd AJ,Jul,LS_51 - Atraccion y Ventas,UF_5695102000 - Atraccion Profesional,ER_7008 - Comunicaciones,Comunicaciones,2814.4
Plan Operativo,Jul Acd AJ,Jul,LS_51 - Atraccion y Ventas,UF_5695102000 - Atraccion Profesional,ER_7012 - IVA,IVA,3358.74
Plan Operativo,Jul Acd AJ,Jul,LS_51 - Atraccion y Ventas,UF_5695102000 - Atraccion Profesional,ER_7015 - Materiales,Materiales,1252.21
Plan Operativo,Jul Acd AJ,Jul,LS_51 - Atraccion y Ventas,UF_5695103000 - Atraccion Maestria,ER_7001 - Servicios,Servicios,937.45
Plan Operativo,Jul Acd AJ,Jul,LS_51 - Atraccion y Ventas,UF_5695103000 - Atraccion Maestria,ER_7002 - Gastos de Operacion,Gastos de Operacion,3433.68
Plan Operativo,Jul Acd AJ,Jul,LS_51 - Atraccion y Ventas,UF_5695103000 - Atraccion Maestria,ER_7008 - Comunicaciones,Comunicaciones,847.7
Plan Operativo,Jul Acd AJ,Jul,LS_51 - Atraccion y Ventas,UF_5695103000 - Atraccion Maestria,ER_7012 - IVA,IVA,1130.75
Plan Operativo,Jul Acd AJ,Jul,LS_51 - Atraccion y Ventas,UF_5695103000 - Atraccion Maestria,ER_7015 - Materiales,Materiales,522.5
Plan Operativo,Jul Acd AJ,Jul,LS_51 - Atraccion y Ventas,UF_5695104000 - Atraccion Ejecutivo,ER_7008 - Comunicaciones,Comunicaciones,1414.5
Plan Operativo,Jul Acd AJ,Jul,LS_51 - Atraccion y Ventas,UF_5695104000 - Atraccion Ejecutivo,ER_7012 - IVA,IVA,1453.69
Plan Operativo,Jul Acd AJ,Jul,LS_51 - Atraccion y Ventas,UF_5695104000 - Atraccion Ejecutivo,ER_7015 - Materiales,Materiales,494.73
Plan Operativo,Jul Acd AJ,Jul,LS_52 - Talento y Cultura,UF_5695299000 - Gestion De Talento Y Cultura,ER_7002 - Gastos de Operacion,Gastos de Operacion,5000
Plan Operativo,Jul Acd AJ,Jul,LS_52 - Talento y Cultura,UF_5695299000 - Gestion De Talento Y Cultura,ER_7012 - IVA,IVA,750
Plan Operativo,Jul Acd AJ,Jul,LS_99 - Operacion Institucional,UF_5699903000 - Comisiones Bancarias,ER_7011 - Comisiones Bancarias,Comisiones Bancarias,99001.22
Plan Operativo,Jul Acd AJ,Jul,LS_99 - Operacion Institucional,UF_5699907000 - Servicios Administrativos,ER_7013 - Gastos por Transferencias,Gastos por Transferencias,48239.78
Plan Operativo,Jul Acd AJ,Jul,LS_99 - Operacion Institucional,UF_5699914000 - PRESTAMO EDUCATIVO PROFESIONAL,ER_7010 - Irrecuperabilidad,Irrecuperabilidad,136665.08
Real,Ago Acd AJ,Ago,LS_01 - Ensenanza,UF_5690103000 - Preparatoria,ER_7001 - Servicios,Servicios,10760.51
Real,Ago Acd AJ,Ago,LS_01 - Ensenanza,UF_5690103000 - Preparatoria,ER_7002 - Gastos de Operacion,Gastos de Operacion,600
Real,Ago Acd AJ,Ago,LS_01 - Ensenanza,UF_5690103000 - Preparatoria,ER_7005 - Publicidad,Publicidad,52900.13
Real,Ago Acd AJ,Ago,LS_01 - Ensenanza,UF_5690103000 - Preparatoria,ER_7010 - Irrecuperabilidad,Irrecuperabilidad,3571.9
Real,Ago Acd AJ,Ago,LS_01 - Ensenanza,UF_5690103000 - Preparatoria,ER_7012 - IVA,IVA,6611.54
Real,Ago Acd AJ,Ago,LS_01 - Ensenanza,UF_5690103000 - Preparatoria,ER_7015 - Materiales,Materiales,10606
Real,Ago Acd AJ,Ago,LS_01 - Ensenanza,UF_5690104000 - Profesional,ER_7001 - Servicios,Servicios,14818.79
Real,Ago Acd AJ,Ago,LS_01 - Ensenanza,UF_5690104000 - Profesional,ER_7002 - Gastos de Operacion,Gastos de Operacion,32532.18
Real,Ago Acd AJ,Ago,LS_01 - Ensenanza,UF_5690104000 - Profesional,ER_7010 - Irrecuperabilidad,Irrecuperabilidad,11309.32
Real,Ago Acd AJ,Ago,LS_01 - Ensenanza,UF_5690104000 - Profesional,ER_7012 - IVA,IVA,6120.16
Real,Ago Acd AJ,Ago,LS_01 - Ensenanza,UF_5690104000 - Profesional,ER_7015 - Materiales,Materiales,13081.25
Real,Ago Acd AJ,Ago,LS_01 - Ensenanza,UF_5690105000 - Maestria,ER_7001 - Servicios,Servicios,947.93
Real,Ago Acd AJ,Ago,LS_01 - Ensenanza,UF_5690105000 - Maestria,ER_7002 - Gastos de Operacion,Gastos de Operacion,240
Real,Ago Acd AJ,Ago,LS_01 - Ensenanza,UF_5690105000 - Maestria,ER_7010 - Irrecuperabilidad,Irrecuperabilidad,5494.45
Real,Ago Acd AJ,Ago,LS_01 - Ensenanza,UF_5690105000 - Maestria,ER_7012 - IVA,IVA,352.39
Real,Ago Acd AJ,Ago,LS_01 - Ensenanza,UF_5690108000 - Alumnos Mixtos,ER_7013 - Gastos por Transferencias,Gastos por Transferencias,3000
Real,Ago Acd AJ,Ago,LS_01 - Ensenanza,UF_5690108001 - Alumnos OnLine,ER_7013 - Gastos por Transferencias,Gastos por Transferencias,94500
Real,Ago Acd AJ,Ago,LS_01 - Ensenanza,UF_5690108002 - Alumnos Connect,ER_7013 - Gastos por Transferencias,Gastos por Transferencias,143250
Real,Ago Acd AJ,Ago,LS_01 - Ensenanza,UF_5690110000 - Ejecutivo,ER_7002 - Gastos de Operacion,Gastos de Operacion,240
Real,Ago Acd AJ,Ago,LS_01 - Ensenanza,UF_5690110000 - Ejecutivo,ER_7010 - Irrecuperabilidad,Irrecuperabilidad,103.91
Real,Ago Acd AJ,Ago,LS_01 - Ensenanza,UF_5690110000 - Ejecutivo,ER_7012 - IVA,IVA,478.09
Real,Ago Acd AJ,Ago,LS_13 - Arrendamientos,UF_5691301000 - Arrendamientos,ER_7001 - Servicios,Servicios,24000
Real,Ago Acd AJ,Ago,LS_13 - Arrendamientos,UF_5691301000 - Arrendamientos,ER_7012 - IVA,IVA,3840
Real,Ago Acd AJ,Ago,LS_20 - Apoyo academico,UF_5692003000 - Administracion Academica,ER_7002 - Gastos de Operacion,Gastos de Operacion,9426.3
Real,Ago Acd AJ,Ago,LS_20 - Apoyo academico,UF_5692003000 - Administracion Academica,ER_7010 - Irrecuperabilidad,Irrecuperabilidad,20434.54
Real,Ago Acd AJ,Ago,LS_20 - Apoyo academico,UF_5692003000 - Administracion Academica,ER_7012 - IVA,IVA,4682.64
Real,Ago Acd AJ,Ago,LS_20 - Apoyo academico,UF_5692003000 - Administracion Academica,ER_7015 - Materiales,Materiales,9616.9
Real,Ago Acd AJ,Ago,LS_20 - Apoyo academico,UF_5692007000 - Biblioteca,ER_7012 - IVA,IVA,439.69
Real,Ago Acd AJ,Ago,LS_20 - Apoyo academico,UF_5692007000 - Biblioteca,ER_7016 - Bibliografia,Bibliografia,18134.8
Real,Ago Acd AJ,Ago,LS_20 - Apoyo academico,UF_5692099000 - Dir General Campus,ER_7002 - Gastos de Operacion,Gastos de Operacion,2195.99
Real,Ago Acd AJ,Ago,LS_20 - Apoyo academico,UF_5692099000 - Dir General Campus,ER_7008 - Comunicaciones,Comunicaciones,1065.94
Real,Ago Acd AJ,Ago,LS_20 - Apoyo academico,UF_5692099000 - Dir General Campus,ER_7012 - IVA,IVA,913.47
Real,Ago Acd AJ,Ago,LS_21 - Asuntos estudiantiles,UF_5692101001 - Vive Preparatoria,ER_7002 - Gastos de Operacion,Gastos de Operacion,20846.93
Real,Ago Acd AJ,Ago,LS_21 - Asuntos estudiantiles,UF_5692101001 - Vive Preparatoria,ER_7012 - IVA,IVA,1735.02
Real,Ago Acd AJ,Ago,LS_21 - Asuntos estudiantiles,UF_5692101002 - Vive Profesional,ER_7002 - Gastos de Operacion,Gastos de Operacion,10463
Real,Ago Acd AJ,Ago,LS_21 - Asuntos estudiantiles,UF_5692101002 - Vive Profesional,ER_7003 - Gastos de Viaje,Gastos de Viaje,1938.15
Real,Ago Acd AJ,Ago,LS_21 - Asuntos estudiantiles,UF_5692101002 - Vive Profesional,ER_7012 - IVA,IVA,2804.6
Real,Ago Acd AJ,Ago,LS_23 - Vivencia de Alumnos,UF_5692305000 - Transporte Escolar,ER_7001 - Servicios,Servicios,98700
Real,Ago Acd AJ,Ago,LS_40 - Administracion y Finanzas,UF_5694005000 - Abasto/Compras,ER_7002 - Gastos de Operacion,Gastos de Operacion,18704.65
Real,Ago Acd AJ,Ago,LS_40 - Administracion y Finanzas,UF_5694005000 - Abasto/Compras,ER_7012 - IVA,IVA,468.45
Real,Ago Acd AJ,Ago,LS_40 - Administracion y Finanzas,UF_5694099000 - Dir Servicios Apoyo,ER_7001 - Servicios,Servicios,13035.79
Real,Ago Acd AJ,Ago,LS_40 - Administracion y Finanzas,UF_5694099000 - Dir Servicios Apoyo,ER_7002 - Gastos de Operacion,Gastos de Operacion,22844.41
Real,Ago Acd AJ,Ago,LS_40 - Administracion y Finanzas,UF_5694099000 - Dir Servicios Apoyo,ER_7008 - Comunicaciones,Comunicaciones,3422.35
Real,Ago Acd AJ,Ago,LS_40 - Administracion y Finanzas,UF_5694099000 - Dir Servicios Apoyo,ER_7012 - IVA,IVA,3876.15
Real,Ago Acd AJ,Ago,LS_40 - Administracion y Finanzas,UF_5694099000 - Dir Servicios Apoyo,ER_7015 - Materiales,Materiales,6283.71
Real,Ago Acd AJ,Ago,LS_48 - Planta Fisica,UF_5694801000 - Mantenimiento,ER_7002 - Gastos de Operacion,Gastos de Operacion,72848.79
Real,Ago Acd AJ,Ago,LS_48 - Planta Fisica,UF_5694801000 - Mantenimiento,ER_7007 - Mantenimiento,Mantenimiento,78141.67
Real,Ago Acd AJ,Ago,LS_48 - Planta Fisica,UF_5694801000 - Mantenimiento,ER_7012 - IVA,IVA,9237.08
Real,Ago Acd AJ,Ago,LS_48 - Planta Fisica,UF_5694803000 - Servicio de limpieza,ER_7007 - Mantenimiento,Mantenimiento,18382.17
Real,Ago Acd AJ,Ago,LS_48 - Planta Fisica,UF_5694803000 - Servicio de limpieza,ER_7009 - Subcontrataciones,Subcontrataciones,132041.8
Real,Ago Acd AJ,Ago,LS_48 - Planta Fisica,UF_5694805000 - Servicio de Vigilancia,ER_7009 - Subcontrataciones,Subcontrataciones,168928.46
Real,Ago Acd AJ,Ago,LS_48 - Planta Fisica,UF_5694899000 - Dir Planta Fisica,ER_7001 - Servicios,Servicios,41373.68
Real,Ago Acd AJ,Ago,LS_48 - Planta Fisica,UF_5694899000 - Dir Planta Fisica,ER_7002 - Gastos de Operacion,Gastos de Operacion,71724.66
Real,Ago Acd AJ,Ago,LS_48 - Planta Fisica,UF_5694899000 - Dir Planta Fisica,ER_7006 - Servicios Publicos,Servicios Publicos,16213.86
Real,Ago Acd AJ,Ago,LS_48 - Planta Fisica,UF_5694899000 - Dir Planta Fisica,ER_7007 - Mantenimiento,Mantenimiento,5797
Real,Ago Acd AJ,Ago,LS_48 - Planta Fisica,UF_5694899000 - Dir Planta Fisica,ER_7012 - IVA,IVA,9995.24
Real,Ago Acd AJ,Ago,LS_49 - Tecnologias de Informacion,UF_5694999000 - Operacion TI,ER_7004 - Software,Software,224790.92
Real,Ago Acd AJ,Ago,LS_49 - Tecnologias de Informacion,UF_5694999000 - Operacion TI,ER_7008 - Comunicaciones,Comunicaciones,39955.59
Real,Ago Acd AJ,Ago,LS_49 - Tecnologias de Informacion,UF_5694999000 - Operacion TI,ER_7012 - IVA,IVA,16714.79
Real,Ago Acd AJ,Ago,LS_51 - Atraccion y Ventas,UF_5695101000 - Atraccion Prepa,ER_7001 - Servicios,Servicios,1885
Real,Ago Acd AJ,Ago,LS_51 - Atraccion y Ventas,UF_5695101000 - Atraccion Prepa,ER_7002 - Gastos de Operacion,Gastos de Operacion,218223.03
Real,Ago Acd AJ,Ago,LS_51 - Atraccion y Ventas,UF_5695101000 - Atraccion Prepa,ER_7003 - Gastos de Viaje,Gastos de Viaje,32782.44
Real,Ago Acd AJ,Ago,LS_51 - Atraccion y Ventas,UF_5695101000 - Atraccion Prepa,ER_7008 - Comunicaciones,Comunicaciones,2094.49
Real,Ago Acd AJ,Ago,LS_51 - Atraccion y Ventas,UF_5695101000 - Atraccion Prepa,ER_7012 - IVA,IVA,5793.27
Real,Ago Acd AJ,Ago,LS_51 - Atraccion y Ventas,UF_5695102000 - Atraccion Profesional,ER_7001 - Servicios,Servicios,4085
Real,Ago Acd AJ,Ago,LS_51 - Atraccion y Ventas,UF_5695102000 - Atraccion Profesional,ER_7002 - Gastos de Operacion,Gastos de Operacion,120210.27
